title,description,categoria,titulo_limpo,descricao_limpa,tokens_titulo,tokens_descricao,sentimento_titulo,sentimento_descricao
Limite não aumenta há quase 2 anos.,"Sou cliente Nubank desde 2020, em 2021 liberaram o limite no valor de R$50 reais, com a utilização de 5 meses esse limite aum...",Cartão de Crédito,limite não aumenta há quase anos,sou cliente nubank desde em liberaram o limite no valor de r reais com a utilização de meses esse limite aum,"['limit', 'aument', 'quas', 'ano']","['client', 'nubank', 'desd', 'liber', 'limit', 'val', 'real', 'utiliz', 'mes', 'limit', 'aum']",2,1
Cartão Cancelado por Ligação [Editado pelo Reclame Aqui],"Sou cliente do Nubank desde 2018, quando a instituição ainda não oferecia conta de pagamento, disponibilizando apenas o cartã...",Cartão de Crédito,cartão cancelado por ligação editado pelo reclame aqui,sou cliente do nubank desde quando a instituição ainda não oferecia conta de pagamento disponibilizando apenas o cartã,"['cart', 'cancel', 'lig', 'edit', 'reclam', 'aqu']","['client', 'nubank', 'desd', 'institu', 'aind', 'oferec', 'cont', 'pag', 'disponibiliz', 'apen', 'cartã']",1,1
Reativação de cartão de crédito,"Estou extremamente INDIGNADA com o banco, estão reativando o cartão de crédito de TODOS literalmente TODOS que já estavam CAN...",Cartão de Crédito,reativação de cartão de crédito,estou extremamente indignada com o banco estão reativando o cartão de crédito de todos literalmente todos que já estavam can,"['reativ', 'cart', 'crédit']","['extrem', 'indign', 'banc', 'reativ', 'cart', 'crédit', 'tod', 'liter', 'tod', 'can']",4,1
Não consigo efetuar pagamentos,Há quase um ano eu venho tendo problemas com o aplicativo Nubank.Já tive problemas com pagamentos de contas que foi fei...,Pagamentos,não consigo efetuar pagamentos,há quase um ano eu venho tendo problemas com o aplicativo nubankjá tive problemas com pagamentos de contas que foi fei,"['consig', 'efetu', 'pag']","['quas', 'ano', 'venh', 'tend', 'problem', 'aplic', 'nubankj', 'problem', 'pag', 'cont', 'fei']",1,1
Meu cartão de crédito foi cancelado,"Estava devendo uma fatura do meu cartão de crédito, agora quitei toda a dívida que eu tinha mas o meu cartão de crédito fui c...",Cartão de Crédito,meu cartão de crédito foi cancelado,estava devendo uma fatura do meu cartão de crédito agora quitei toda a dívida que eu tinha mas o meu cartão de crédito fui c,"['cart', 'crédit', 'cancel']","['dev', 'fatur', 'cart', 'crédit', 'agor', 'quit', 'tod', 'dív', 'cart', 'crédit']",1,1
Urgente Problema com Conta Desativada e Falta de Respostas,"Prezados,Desde terça-feira estou tentando entrar em contato com o Nubank para resolver um problema com minha cont...",Conta,urgente problema com conta desativada e falta de respostas,prezadosdesde terçafeira estou tentando entrar em contato com o nubank para resolver um problema com minha cont,"['urgent', 'problem', 'cont', 'desativ', 'falt', 'respost']","['prezadosdesd', 'terçaf', 'tent', 'entr', 'contat', 'nubank', 'resolv', 'problem', 'cont']",1,1
Ja pague 4 fatura pagpou minha futora em dia nuca atrazei ainda pagou tudo mes uma daxa de pix q eu usu no cartao de credito de 41 tem mais q 34 varia meu cartao foi aprovado com limite de 400 reais ate agora n almento meu limite ainda recebo meu salariö,Pagou mimha fatura em dias nuca atrazei minha fatura ainda pagou uma taxa porque eu usu pix no cartao de credito de 42 por me...,Cartão de Crédito,ja pague fatura pagpou minha futora em dia nuca atrazei ainda pagou tudo mes uma daxa de pix q eu usu no cartao de credito de tem mais q varia meu cartao foi aprovado com limite de reais ate agora n almento meu limite ainda recebo meu salariö,pagou mimha fatura em dias nuca atrazei minha fatura ainda pagou uma taxa porque eu usu pix no cartao de credito de por me,"['pag', 'fatur', 'pagp', 'fut', 'dia', 'nuc', 'atraz', 'aind', 'pag', 'tud', 'me', 'dax', 'pix', 'usu', 'carta', 'credit', 'var', 'carta', 'aprov', 'limit', 'real', 'ate', 'agor', 'alment', 'limit', 'aind', 'receb', 'salariö']","['pag', 'mimh', 'fatur', 'dia', 'nuc', 'atraz', 'fatur', 'aind', 'pag', 'tax', 'porqu', 'usu', 'pix', 'carta', 'credit']",1,1
"Cancelaram minha conta fisica e jurica, e nao devolvem o dinheiro","Bom dia, a Nubank concelou todos os meu serviços no dia 03/02/2025 e não consigo receber o valor que ficou na minha conta jur...",Conta,cancelaram minha conta fisica e jurica e nao devolvem o dinheiro,bom dia a nubank concelou todos os meu serviços no dia e não consigo receber o valor que ficou na minha conta jur,"['cancel', 'cont', 'fisic', 'juric', 'nao', 'devolv', 'dinh']","['bom', 'dia', 'nubank', 'concel', 'tod', 'serviç', 'dia', 'consig', 'receb', 'val', 'fic', 'cont', 'jur']",1,1
Tentativas de renegociação,Em abril do ano passado contratei um empréstimo do Nubank.Infelizmente as coisas ficaram complicadas e não consegui pag...,Outros,tentativas de renegociação,em abril do ano passado contratei um empréstimo do nubankinfelizmente as coisas ficaram complicadas e não consegui pag,"['tent', 'renegoci']","['abril', 'ano', 'pass', 'contrat', 'emprést', 'nubankinfeliz', 'cois', 'fic', 'complic', 'consegu', 'pag']",1,1
SCR BACEN,"*Gostaria de solicitar a exclusão dos débitos no scr bacen (Registrado) dos débitos abaixo, pois já foram todos quitados.*",Outros,scr bacen,gostaria de solicitar a exclusão dos débitos no scr bacen registrado dos débitos abaixo pois já foram todos quitados,"['scr', 'bacen']","['gost', 'solic', 'exclus', 'débit', 'scr', 'bacen', 'registr', 'débit', 'abaix', 'poi', 'tod', 'quit']",3,1
NEGOCIAÇÃO DE DIVIDAS,"ESTOU TENTANDO SANAR MINHAS DIVIDAS CM O NUBANK ,POREM AS PROPOSTAS FORAM FORA DE COGITAÇÃO E COM JUROS ALTISSIMOS. QUERO PAG...",Outros,negociação de dividas,estou tentando sanar minhas dividas cm o nubank porem as propostas foram fora de cogitação e com juros altissimos quero pag,"['negoci', 'div']","['tent', 'san', 'div', 'nubank', 'por', 'propost', 'cogit', 'jur', 'altiss', 'quer', 'pag']",4,1
Atraso na atualização cadastral Mudança de Nome,Solicitei a atualização dos meus dados cadastrais no Nubank devido à alteração do meu prenome. Enviei toda a documentação atu...,Outros,atraso na atualização cadastral mudança de nome,solicitei a atualização dos meus dados cadastrais no nubank devido à alteração do meu prenome enviei toda a documentação atu,"['atras', 'atual', 'cadastr', 'mudanç', 'nom']","['solicit', 'atual', 'dad', 'cadastr', 'nubank', 'dev', 'alter', 'prenom', 'envi', 'tod', 'document', 'atu']",2,4
Pagamento de emprestimo,"Preciso pagar a primeira parcela da negociaçao de um emprestimo q ficou atrasada vence amanha 28/02/2025, e nao consigo pagar...",Pagamentos,pagamento de emprestimo,preciso pagar a primeira parcela da negociaçao de um emprestimo q ficou atrasada vence amanha e nao consigo pagar,"['pag', 'emprest']","['precis', 'pag', 'prim', 'parcel', 'negociaça', 'emprest', 'fic', 'atras', 'venc', 'amanh', 'nao', 'consig', 'pag']",3,1
Sobre o aumento de limite,Olá bom dia me chamo ******* meu CPF******* data de nascimento 18/06/1991verifica tudo aí será que eu tenho uma chance bem gr...,Cartão de Crédito,sobre o aumento de limite,olá bom dia me chamo meu cpf data de nascimento verifica tudo aí será que eu tenho uma chance bem gr,"['sobr', 'aument', 'limit']","['olá', 'bom', 'dia', 'ch', 'cpf', 'dat', 'nasc', 'verif', 'tud', 'chanc', 'bem']",3,5
negativaçao,"ja fiz o pagamento da divida ja tem mais de 8 dias e a financeira. NU FINANCEIRA S.A. - SOCIEDADE DE CREDITO, FINANCIAMENTO ...",Outros,negativaçao,ja fiz o pagamento da divida ja tem mais de dias e a financeira nu financeira sa sociedade de credito financiamento,['negativaça'],"['fiz', 'pag', 'div', 'dia', 'financ', 'financ', 'sociedad', 'credit', 'financ']",1,1
Cancelamento de conta com valores,Recebi uma transferência na minha conta hj de manhã por indenização judicial assim q o valor caiu fizeram o bloqueio temporár...,Conta,cancelamento de conta com valores,recebi uma transferência na minha conta hj de manhã por indenização judicial assim q o valor caiu fizeram o bloqueio temporár,"['cancel', 'cont', 'val']","['receb', 'transfer', 'cont', 'manhã', 'inden', 'judic', 'assim', 'val', 'caiu', 'fiz', 'bloquei', 'temporár']",1,1
"RESTRITIVO INDEVIDO EXIBIÇAÕ, HISTORICO INDEVIDO.",Defesa Administrativa para Exclusao do Historico no Registrato (SRC) Banco CentralI. IntroducaoCicer...,Outros,restritivo indevido exibiçaõ historico indevido,defesa administrativa para exclusao do historico no registrato src banco centrali introducaocicer,"['restri', 'indev', 'exibiçaõ', 'histor', 'indev']","['defês', 'administr', 'exclusa', 'histor', 'registrat', 'src', 'banc', 'central', 'introducaocic']",1,4
Juros alto,"Tinha um cartão de crédito no valor de 700 reais pela nubank em 2023, na época fiquei desempregada e não tive como pagar, tem...",Cartão de Crédito,juros alto,tinha um cartão de crédito no valor de reais pela nubank em na época fiquei desempregada e não tive como pagar tem,"['jur', 'alt']","['cart', 'crédit', 'val', 'real', 'nubank', 'époc', 'fiq', 'desempreg', 'pag']",2,1
SOLICITAÇÃO DE EXTRATO BANCÁRIO EM NOME DE MINHA FILHA,"Bom dia,Na data de ontem falei com 4 atenderdes e expliquei a situação, que seria grave, pois o extrato bancário em nom...",Outros,solicitação de extrato bancário em nome de minha filha,bom diana data de ontem falei com atenderdes e expliquei a situação que seria grave pois o extrato bancário em nom,"['solicit', 'extrat', 'banc', 'nom', 'filh']","['bom', 'dian', 'dat', 'ont', 'fal', 'atend', 'expliq', 'situ', 'grav', 'poi', 'extrat', 'banc', 'nom']",1,4
Reclamação sobre alteração de data de vencimento e redução de limite,"À equipe de atendimento do Nubank,Venho, por meio deste, expressar minha insatisfação com a forma como minha soli...",Cartão de Crédito,reclamação sobre alteração de data de vencimento e redução de limite,à equipe de atendimento do nubankvenho por meio deste expressar minha insatisfação com a forma como minha soli,"['reclam', 'sobr', 'alter', 'dat', 'venc', 'reduç', 'limit']","['equip', 'atend', 'nubankvenh', 'mei', 'dest', 'express', 'insatisf', 'form', 'sol']",1,1
Investimento no NU LIMITE GARANTIDO e fatura pagar sem liberação de limite travou!,"Eu investir 340 no Nu limite garantido,e usei meu limite pré-aprovado, no valor de 300 reais, tbm tinha um limite que usei l,...",Cartão de Crédito,investimento no nu limite garantido e fatura pagar sem liberação de limite travou,eu investir no nu limite garantidoe usei meu limite préaprovado no valor de reais tbm tinha um limite que usei l,"['invest', 'limit', 'garant', 'fatur', 'pag', 'liber', 'limit', 'trav']","['invest', 'limit', 'garantido', 'use', 'limit', 'préaprov', 'val', 'real', 'tbm', 'limit', 'use']",5,1
Seguro nu lar,"Fiz a contratação do seguro nu lar,pois todo ano tenho problemas com chuva em casa.E quando precisei me negaram, então ...",Outros,seguro nu lar,fiz a contratação do seguro nu larpois todo ano tenho problemas com chuva em casae quando precisei me negaram então,"['segur', 'lar']","['fiz', 'contrat', 'segur', 'larpoil', 'tod', 'ano', 'problem', 'chuv', 'casa', 'precis', 'neg', 'ent']",1,1
Limite do cartão de crédito,"Tenho conta no Nubank há mais de 4 anos, e nunca tive aumento no limite do cartão de crédito.Faço pagamentos pelo app, ...",Cartão de Crédito,limite do cartão de crédito,tenho conta no nubank há mais de anos e nunca tive aumento no limite do cartão de créditofaço pagamentos pelo app,"['limit', 'cart', 'crédit']","['cont', 'nubank', 'ano', 'nunc', 'aument', 'limit', 'cart', 'créditof', 'pag', 'app']",1,5
Limite muito baixo.,"Há mais de dois anos sou cliente do Nubank, mas meu limite de crédito nunca ultrapassou R$ 400,00. Gostaria de expressar meu ...",Cartão de Crédito,limite muito baixo,há mais de dois anos sou cliente do nubank mas meu limite de crédito nunca ultrapassou r gostaria de expressar meu,"['limit', 'baix']","['doi', 'ano', 'client', 'nubank', 'limit', 'crédit', 'nunc', 'ultrapass', 'gost', 'express']",2,1
Reativação do Cartão de Credito.,"Paguei minha divida a um bom tempo no nubank e não voltam com meu limite, sou cliente a anos e não tenho nenhum Beneficio,pas...",Cartão de Crédito,reativação do cartão de credito,paguei minha divida a um bom tempo no nubank e não voltam com meu limite sou cliente a anos e não tenho nenhum beneficiopas,"['reativ', 'cart', 'credit']","['pag', 'div', 'bom', 'temp', 'nubank', 'volt', 'limit', 'client', 'ano', 'nenhum', 'beneficiop']",4,1
Reativação da conta,"Tive a conta bloqueada pela Nubank alegando [Editado pelo Reclame Aqui] de uma contestação de um link de pagamento, porém não...",Conta,reativação da conta,tive a conta bloqueada pela nubank alegando editado pelo reclame aqui de uma contestação de um link de pagamento porém não,"['reativ', 'cont']","['cont', 'bloque', 'nubank', 'aleg', 'edit', 'reclam', 'aqu', 'contest', 'link', 'pag', 'porém']",4,1
O limite não aumenta nunca!,Olá. Eu sou cliente do nubank há anos. Tenho um cartão de crédito do qual eu uso sem parar. Tenho um limite baixo e não aumen...,Cartão de Crédito,o limite não aumenta nunca,olá eu sou cliente do nubank há anos tenho um cartão de crédito do qual eu uso sem parar tenho um limite baixo e não aumen,"['limit', 'aument', 'nunc']","['olá', 'client', 'nubank', 'ano', 'cart', 'crédit', 'uso', 'par', 'limit', 'baix', 'aumen']",1,1
Quero meu reembolso,Bom dia. No dia 23 de novembro de 2024 fui vítima de um [Editado pelo Reclame Aqui]. Ao acessar o site do Smodim e clicar em ...,Outros,quero meu reembolso,bom dia no dia de novembro de fui vítima de um editado pelo reclame aqui ao acessar o site do smodim e clicar em,"['quer', 'reembols']","['bom', 'dia', 'dia', 'novembr', 'vítim', 'edit', 'reclam', 'aqu', 'acess', 'sit', 'smodim', 'clic']",5,1
limite de credito cartao,tive um atraso com o meu cartão de credito fiz um acordo e quando celebrei o acordo fui informada que quando terminasse o pag...,Cartão de Crédito,limite de credito cartao,tive um atraso com o meu cartão de credito fiz um acordo e quando celebrei o acordo fui informada que quando terminasse o pag,"['limit', 'credit', 'carta']","['atras', 'cart', 'credit', 'fiz', 'acord', 'celebr', 'acord', 'inform', 'termin', 'pag']",1,1
Consignado,"Bom dia , Quero quitar os contratos do empréstimo consignado e estou sem aparelho celular no momento para abater os emp...",Outros,consignado,bom dia quero quitar os contratos do empréstimo consignado e estou sem aparelho celular no momento para abater os emp,['consign'],"['bom', 'dia', 'quer', 'quit', 'contrat', 'emprést', 'consign', 'aparelh', 'celul', 'moment', 'abat', 'emp']",5,5
Juros exorbitantes,"20 dias de atraso e o juros tá em quase metade do valor da fatura.Fora o atendimento que tem com consumidor, que é horr...",Cartão de Crédito,juros exorbitantes,dias de atraso e o juros tá em quase metade do valor da faturafora o atendimento que tem com consumidor que é horr,"['jur', 'exorbit']","['dia', 'atras', 'jur', 'quas', 'metad', 'val', 'faturaf', 'atend', 'consum', 'horr']",1,1
Cobrança de débito a terceiros,"Tenho um débito em aberto com a instituição nubank porém nao estou em condições de quitar, até o momento que me ligar para ...",Pagamentos,cobrança de débito a terceiros,tenho um débito em aberto com a instituição nubank porém nao estou em condições de quitar até o momento que me ligar para,"['cobranç', 'débit', 'terc']","['débit', 'abert', 'institu', 'nubank', 'porém', 'nao', 'cond', 'quit', 'moment', 'lig']",1,1
"Limites reduzidos, Juros Altos","Atualmente coloquei o nubank como banco principal, mas por diversas vezes consecutivos a empresa vem diminuindo limites, mesm...",Cartão de Crédito,limites reduzidos juros altos,atualmente coloquei o nubank como banco principal mas por diversas vezes consecutivos a empresa vem diminuindo limites mesm,"['limit', 'reduz', 'jur', 'alt']","['atual', 'coloq', 'nubank', 'banc', 'princip', 'divers', 'vez', 'consecu', 'empr', 'vem', 'diminu', 'limit', 'mesm']",2,3
